step,id,x,y,gx,gy,priority,battery,blocked,charging
281,29,-1,-1,-1,-1,0,79,1,0
282,0,-1,-1,-1,-1,0,87,1,0
282,1,3,1,1,1,2,-182,270,1
282,2,0,1,1,1,1,-182,272,1
282,3,18,2,18,1,2,-182,272,1
282,4,-1,-1,-1,-1,0,84,0,0
282,5,19,1,18,1,2,-182,274,1
282,6,1,2,1,1,0,-182,272,1
282,7,-1,-1,-1,-1,0,89,0,0
282,8,-1,-1,-1,-1,1,77,1,0
282,9,-1,-1,-1,-1,1,82,1,0
282,10,-1,-1,-1,-1,0,90,0,0
282,11,1,1,15,13,2,64,270,0
282,12,1,17,1,18,2,-182,274,1
282,13,1,0,1,1,2,-182,273,1
282,14,5,1,1,1,0,-182,259,1
282,15,18,19,10,4,0,67,2,0
282,16,18,0,18,1,2,-182,274,1
282,17,-1,-1,-1,-1,1,93,0,0
282,18,4,1,1,1,2,-182,269,1
282,19,18,1,1,13,1,64,272,0
282,20,2,17,1,18,0,-182,260,1
282,21,2,1,1,1,2,-182,275,1
282,22,1,18,6,9,1,64,271,0
282,23,0,18,1,18,2,-182,275,1
282,24,1,19,1,18,0,-182,275,1
282,25,17,1,18,1,2,-182,273,1
282,26,2,18,1,18,2,-182,272,1
282,27,-1,-1,-1,-1,0,86,0,0
282,28,-1,-1,-1,-1,2,98,0,0
282,29,-1,-1,-1,-1,0,79,1,0
283,0,-1,-1,-1,-1,0,87,1,0
283,1,3,1,1,1,2,-183,271,1
283,2,0,1,1,1,1,-183,273,1
283,3,18,2,18,1,2,-183,273,1
283,4,-1,-1,-1,-1,0,84,0,0
283,5,19,1,18,1,2,-183,275,1
283,6,1,2,1,1,0,-183,273,1
283,7,-1,-1,-1,-1,0,89,0,0
283,8,-1,-1,-1,-1,1,77,1,0
283,9,-1,-1,-1,-1,1,82,1,0
283,10,-1,-1,-1,-1,0,90,0,0
283,11,1,1,15,13,2,63,271,0
283,12,1,17,1,18,2,-183,275,1
283,13,1,0,1,1,2,-183,274,1
283,14,5,1,1,1,0,-183,260,1
283,15,18,18,10,4,0,66,2,0
283,16,18,0,18,1,2,-183,275,1
283,17,-1,-1,-1,-1,1,93,0,0
283,18,4,1,1,1,2,-183,270,1
283,19,18,1,1,13,1,63,273,0
283,20,2,17,1,18,0,-183,261,1
283,21,2,1,1,1,2,-183,276,1
283,22,1,18,6,9,1,63,272,0
283,23,0,18,1,18,2,-183,276,1
283,24,1,19,1,18,0,-183,276,1
283,25,17,1,18,1,2,-183,274,1
283,26,2,18,1,18,2,-183,273,1
283,27,-1,-1,-1,-1,0,86,0,0
283,28,-1,-1,-1,-1,2,98,0,0
283,29,-1,-1,-1,-1,0,79,1,0
284,0,-1,-1,-1,-1,0,87,1,0
284,1,3,1,1,1,2,-184,272,1
284,2,0,1,1,1,1,-184,274,1
284,3,18,2,18,1,2,-184,274,1
284,4,-1,-1,-1,-1,0,84,0,0
284,5,19,1,18,1,2,-184,276,1
284,6,1,2,1,1,0,-184,274,1
284,7,-1,-1,-1,-1,0,89,0,0
284,8,-1,-1,-1,-1,1,77,1,0
284,9,-1,-1,-1,-1,1,82,1,0
284,10,-1,-1,-1,-1,0,90,0,0
284,11,1,1,15,13,2,62,272,0
284,12,1,17,1,18,2,-184,276,1
284,13,1,0,1,1,2,-184,275,1
284,14,5,1,1,1,0,-184,261,1
284,15,18,19,10,4,0,65,2,0
284,16,18,0,18,1,2,-184,276,1
284,17,-1,-1,-1,-1,1,93,0,0
284,18,4,1,1,1,2,-184,271,1
284,19,18,1,1,13,1,62,274,0
284,20,2,17,1,18,0,-184,262,1
284,21,2,1,1,1,2,-184,277,1
284,22,1,18,6,9,1,62,273,0
284,23,0,18,1,18,2,-184,277,1
284,24,1,19,1,18,0,-184,277,1
284,25,17,1,18,1,2,-184,275,1
284,26,2,18,1,18,2,-184,274,1
284,27,-1,-1,-1,-1,0,86,0,0
284,28,-1,-1,-1,-1,2,98,0,0
284,29,-1,-1,-1,-1,0,79,1,0
285,0,-1,-1,-1,-1,0,87,1,0
285,1,3,1,1,1,2,-185,273,1
285,2,0,1,1,1,1,-185,275,1
285,3,18,2,18,1,2,-185,275,1
285,4,-1,-1,-1,-1,0,84,0,0
285,5,19,1,18,1,2,-185,277,1
285,6,1,2,1,1,0,-185,275,1
285,7,-1,-1,-1,-1,0,89,0,0
285,8,-1,-1,-1,-1,1,77,1,0
285,9,-1,-1,-1,-1,1,82,1,0
285,10,-1,-1,-1,-1,0,90,0,0
285,11,1,1,15,13,2,61,273,0
285,12,1,17,1,18,2,-185,277,1
285,13,1,0,1,1,2,-185,276,1
285,14,5,1,1,1,0,-185,262,1
285,15,18,18,10,4,0,64,2,0
285,16,18,0,18,1,2,-185,277,1
285,17,-1,-1,-1,-1,1,93,0,0
285,18,4,1,1,1,2,-185,272,1
285,19,18,1,1,13,1,61,275,0
285,20,2,17,1,18,0,-185,263,1
285,21,2,1,1,1,2,-185,278,1
285,22,1,18,6,9,1,61,274,0
285,23,0,18,1,18,2,-185,278,1
285,24,1,19,1,18,0,-185,278,1
285,25,17,1,18,1,2,-185,276,1
285,26,2,18,1,18,2,-185,275,1
285,27,-1,-1,-1,-1,0,86,0,0
285,28,-1,-1,-1,-1,2,98,0,0
285,29,-1,-1,-1,-1,0,79,1,0
286,0,-1,-1,-1,-1,0,87,1,0
286,1,3,1,1,1,2,-186,274,1
286,2,0,1,1,1,1,-186,276,1
286,3,18,2,18,1,2,-186,276,1
286,4,-1,-1,-1,-1,0,84,0,0
286,5,19,1,18,1,2,-186,278,1
286,6,1,2,1,1,0,-186,276,1
286,7,-1,-1,-1,-1,0,89,0,0
286,8,-1,-1,-1,-1,1,77,1,0
286,9,-1,-1,-1,-1,1,82,1,0
286,10,-1,-1,-1,-1,0,90,0,0
286,11,1,1,15,13,2,60,274,0
286,12,1,17,1,18,2,-186,278,1
286,13,1,0,1,1,2,-186,277,1
286,14,5,1,1,1,0,-186,263,1
286,15,18,19,10,4,0,63,2,0
286,16,18,0,18,1,2,-186,278,1
286,17,-1,-1,-1,-1,1,93,0,0
286,18,4,1,1,1,2,-186,273,1
286,19,18,1,1,13,1,60,276,0
286,20,2,17,1,18,0,-186,264,1
286,21,2,1,1,1,2,-186,279,1
286,22,1,18,6,9,1,60,275,0
286,23,0,18,1,18,2,-186,279,1
286,24,1,19,1,18,0,-186,279,1
286,25,17,1,18,1,2,-186,277,1
286,26,2,18,1,18,2,-186,276,1
286,27,-1,-1,-1,-1,0,86,0,0
286,28,-1,-1,-1,-1,2,98,0,0
286,29,-1,-1,-1,-1,0,79,1,0
287,0,-1,-1,-1,-1,0,87,1,0
287,1,3,1,1,1,2,-187,275,1
287,2,0,1,1,1,1,-187,277,1
287,3,18,2,18,1,2,-187,277,1
287,4,-1,-1,-1,-1,0,84,0,0
287,5,19,1,18,1,2,-187,279,1
287,6,1,2,1,1,0,-187,277,1
287,7,-1,-1,-1,-1,0,89,0,0
287,8,-1,-1,-1,-1,1,77,1,0
287,9,-1,-1,-1,-1,1,82,1,0
287,10,-1,-1,-1,-1,0,90,0,0
287,11,1,1,15,13,2,59,275,0
287,12,1,17,1,18,2,-187,279,1
287,13,1,0,1,1,2,-187,278,1
287,14,5,1,1,1,0,-187,264,1
287,15,18,18,10,4,0,62,2,0
287,16,18,0,18,1,2,-187,279,1
287,17,-1,-1,-1,-1,1,93,0,0
287,18,4,1,1,1,2,-187,274,1
287,19,18,1,1,13,1,59,277,0
287,20,2,17,1,18,0,-187,265,1
287,21,2,1,1,1,2,-187,280,1
287,22,1,18,6,9,1,59,276,0
287,23,0,18,1,18,2,-187,280,1
287,24,1,19,1,18,0,-187,280,1
287,25,17,1,18,1,2,-187,278,1
287,26,2,18,1,18,2,-187,277,1
287,27,-1,-1,-1,-1,0,86,0,0
287,28,-1,-1,-1,-1,2,98,0,0
287,29,-1,-1,-1,-1,0,79,1,0
288,0,-1,-1,-1,-1,0,87,1,0
288,1,3,1,1,1,2,-188,276,1
288,2,0,1,1,1,1,-188,278,1
288,3,18,2,18,1,2,-188,278,1
288,4,-1,-1,-1,-1,0,84,0,0
288,5,19,1,18,1,2,-188,280,1
288,6,1,2,1,1,0,-188,278,1
288,7,-1,-1,-1,-1,0,89,0,0
288,8,-1,-1,-1,-1,1,77,1,0
288,9,-1,-1,-1,-1,1,82,1,0
288,10,-1,-1,-1,-1,0,90,0,0
288,11,1,1,15,13,2,58,276,0
288,12,1,17,1,18,2,-188,280,1
288,13,1,0,1,1,2,-188,279,1
288,14,5,1,1,1,0,-188,265,1
288,15,18,19,10,4,0,61,2,0
288,16,18,0,18,1,2,-188,280,1
288,17,-1,-1,-1,-1,1,93,0,0
288,18,4,1,1,1,2,-188,275,1
288,19,18,1,1,13,1,58,278,0
288,20,2,17,1,18,0,-188,266,1
288,21,2,1,1,1,2,-188,281,1
288,22,1,18,6,9,1,58,277,0
288,23,0,18,1,18,2,-188,281,1
288,24,1,19,1,18,0,-188,281,1
288,25,17,1,18,1,2,-188,279,1
288,26,2,18,1,18,2,-188,278,1
288,27,-1,-1,-1,-1,0,86,0,0
288,28,-1,-1,-1,-1,2,98,0,0
288,29,-1,-1,-1,-1,0,79,1,0
289,0,-1,-1,-1,-1,0,87,1,0
289,1,3,1,1,1,2,-189,277,1
289,2,0,1,1,1,1,-189,279,1
289,3,18,2,18,1,2,-189,279,1
289,4,-1,-1,-1,-1,0,84,0,0
289,5,19,1,18,1,2,-189,281,1
289,6,1,2,1,1,0,-189,279,1
289,7,-1,-1,-1,-1,0,89,0,0
289,8,-1,-1,-1,-1,1,77,1,0
289,9,-1,-1,-1,-1,1,82,1,0
289,10,-1,-1,-1,-1,0,90,0,0
289,11,1,1,15,13,2,57,277,0
289,12,1,17,1,18,2,-189,281,1
289,13,1,0,1,1,2,-189,280,1
289,14,5,1,1,1,0,-189,266,1
289,15,18,18,10,4,0,60,2,0
289,16,18,0,18,1,2,-189,281,1
289,17,-1,-1,-1,-1,1,93,0,0
289,18,4,1,1,1,2,-189,276,1
289,19,18,1,1,13,1,57,279,0
289,20,2,17,1,18,0,-189,267,1
289,21,2,1,1,1,2,-189,282,1
289,22,1,18,6,9,1,57,278,0
289,23,0,18,1,18,2,-189,282,1
289,24,1,19,1,18,0,-189,282,1
289,25,17,1,18,1,2,-189,280,1
289,26,2,18,1,18,2,-189,279,1
289,27,-1,-1,-1,-1,0,86,0,0
289,28,-1,-1,-1,-1,2,98,0,0
289,29,-1,-1,-1,-1,0,79,1,0
290,0,-1,-1,-1,-1,0,87,1,0
290,1,3,1,1,1,2,-190,278,1
290,2,0,1,1,1,1,-190,280,1
290,3,18,2,18,1,2,-190,280,1
290,4,-1,-1,-1,-1,0,84,0,0
290,5,19,1,18,1,2,-190,282,1
290,6,1,2,1,1,0,-190,280,1
290,7,-1,-1,-1,-1,0,89,0,0
290,8,-1,-1,-1,-1,1,77,1,0
290,9,-1,-1,-1,-1,1,82,1,0
290,10,-1,-1,-1,-1,0,90,0,0
290,11,1,1,15,13,2,56,278,0
290,12,1,17,1,18,2,-190,282,1
290,13,1,0,1,1,2,-190,281,1
290,14,5,1,1,1,0,-190,267,1
290,15,18,19,10,4,0,59,2,0
290,16,18,0,18,1,2,-190,282,1
290,17,-1,-1,-1,-1,1,93,0,0
290,18,4,1,1,1,2,-190,277,1
290,19,18,1,1,13,1,56,280,0
290,20,2,17,1,18,0,-190,268,1
290,21,2,1,1,1,2,-190,283,1
290,22,1,18,6,9,1,56,279,0
290,23,0,18,1,18,2,-190,283,1
290,24,1,19,1,18,0,-190,283,1
290,25,17,1,18,1,2,-190,281,1
290,26,2,18,1,18,2,-190,280,1
290,27,-1,-1,-1,-1,0,86,0,0
290,28,-1,-1,-1,-1,2,98,0,0
290,29,-1,-1,-1,-1,0,79,1,0
291,0,-1,-1,-1,-1,0,87,1,0
291,1,3,1,1,1,2,-191,279,1
291,2,0,1,1,1,1,-191,281,1
291,3,18,2,18,1,2,-191,281,1
291,4,-1,-1,-1,-1,0,84,0,0
291,5,19,1,18,1,2,-191,283,1
291,6,1,2,1,1,0,-191,281,1
291,7,-1,-1,-1,-1,0,89,0,0
291,8,-1,-1,-1,-1,1,77,1,0
291,9,-1,-1,-1,-1,1,82,1,0
291,10,-1,-1,-1,-1,0,90,0,0
291,11,1,1,15,13,2,55,279,0
291,12,1,17,1,18,2,-191,283,1
291,13,1,0,1,1,2,-191,282,1
291,14,5,1,1,1,0,-191,268,1
291,15,18,18,10,4,0,58,2,0
291,16,18,0,18,1,2,-191,283,1
291,17,-1,-1,-1,-1,1,93,0,0
291,18,4,1,1,1,2,-191,278,1
291,19,18,1,1,13,1,55,281,0
291,20,2,17,1,18,0,-191,269,1
291,21,2,1,1,1,2,-191,284,1
291,22,1,18,6,9,1,55,280,0
291,23,0,18,1,18,2,-191,284,1
291,24,1,19,1,18,0,-191,284,1
291,25,17,1,18,1,2,-191,282,1
291,26,2,18,1,18,2,-191,281,1
291,27,-1,-1,-1,-1,0,86,0,0
291,28,-1,-1,-1,-1,2,98,0,0
291,29,-1,-1,-1,-1,0,79,1,0
292,0,-1,-1,-1,-1,0,87,1,0
292,1,3,1,1,1,2,-192,280,1
292,2,0,1,1,1,1,-192,282,1
292,3,18,2,18,1,2,-192,282,1
292,4,-1,-1,-1,-1,0,84,0,0
292,5,19,1,18,1,2,-192,284,1
292,6,1,2,1,1,0,-192,282,1
292,7,-1,-1,-1,-1,0,89,0,0
292,8,-1,-1,-1,-1,1,77,1,0
292,9,-1,-1,-1,-1,1,82,1,0
292,10,-1,-1,-1,-1,0,90,0,0
292,11,1,1,15,13,2,54,280,0
292,12,1,17,1,18,2,-192,284,1
292,13,1,0,1,1,2,-192,283,1
292,14,5,1,1,1,0,-192,269,1
292,15,18,19,10,4,0,57,2,0
292,16,18,0,18,1,2,-192,284,1
292,17,-1,-1,-1,-1,1,93,0,0
292,18,4,1,1,1,2,-192,279,1
292,19,18,1,1,13,1,54,282,0
292,20,2,17,1,18,0,-192,270,1
292,21,2,1,1,1,2,-192,285,1
292,22,1,18,6,9,1,54,281,0
292,23,0,18,1,18,2,-192,285,1
292,24,1,19,1,18,0,-192,285,1
292,25,17,1,18,1,2,-192,283,1
292,26,2,18,1,18,2,-192,282,1
292,27,-1,-1,-1,-1,0,86,0,0
292,28,-1,-1,-1,-1,2,98,0,0
292,29,-1,-1,-1,-1,0,79,1,0
293,0,-1,-1,-1,-1,0,87,1,0
293,1,3,1,1,1,2,-193,281,1
293,2,0,1,1,1,1,-193,283,1
293,3,18,2,18,1,2,-193,283,1
293,4,-1,-1,-1,-1,0,84,0,0
293,5,19,1,18,1,2,-193,285,1
293,6,1,2,1,1,0,-193,283,1
293,7,-1,-1,-1,-1,0,89,0,0
293,8,-1,-1,-1,-1,1,77,1,0
293,9,-1,-1,-1,-1,1,82,1,0
293,10,-1,-1,-1,-1,0,90,0,0
293,11,1,1,15,13,2,53,281,0
293,12,1,17,1,18,2,-193,285,1
293,13,1,0,1,1,2,-193,284,1
293,14,5,1,1,1,0,-193,270,1
293,15,18,18,10,4,0,56,2,0
293,16,18,0,18,1,2,-193,285,1
293,17,-1,-1,-1,-1,1,93,0,0
293,18,4,1,1,1,2,-193,280,1
293,19,18,1,1,13,1,53,283,0
293,20,2,17,1,18,0,-193,271,1
293,21,2,1,1,1,2,-193,286,1
293,22,1,18,6,9,1,53,282,0
293,23,0,18,1,18,2,-193,286,1
293,24,1,19,1,18,0,-193,286,1
293,25,17,1,18,1,2,-193,284,1
293,26,2,18,1,18,2,-193,283,1
293,27,-1,-1,-1,-1,0,86,0,0
293,28,-1,-1,-1,-1,2,98,0,0
293,29,-1,-1,-1,-1,0,79,1,0
294,0,-1,-1,-1,-1,0,87,1,0
294,1,3,1,1,1,2,-194,282,1
294,2,0,1,1,1,1,-194,284,1
294,3,18,2,18,1,2,-194,284,1
294,4,-1,-1,-1,-1,0,84,0,0
294,5,19,1,18,1,2,-194,286,1
294,6,1,2,1,1,0,-194,284,1
294,7,-1,-1,-1,-1,0,89,0,0
294,8,-1,-1,-1,-1,1,77,1,0
294,9,-1,-1,-1,-1,1,82,1,0
294,10,-1,-1,-1,-1,0,90,0,0
294,11,1,1,15,13,2,52,282,0
294,12,1,17,1,18,2,-194,286,1
294,13,1,0,1,1,2,-194,285,1
294,14,5,1,1,1,0,-194,271,1
294,15,18,19,10,4,0,55,2,0
294,16,18,0,18,1,2,-194,286,1
294,17,-1,-1,-1,-1,1,93,0,0
294,18,4,1,1,1,2,-194,281,1
294,19,18,1,1,13,1,52,284,0
294,20,2,17,1,18,0,-194,272,1
294,21,2,1,1,1,2,-194,287,1
294,22,1,18,6,9,1,52,283,0
294,23,0,18,1,18,2,-194,287,1
294,24,1,19,1,18,0,-194,287,1
294,25,17,1,18,1,2,-194,285,1
294,26,2,18,1,18,2,-194,284,1
294,27,-1,-1,-1,-1,0,86,0,0
294,28,-1,-1,-1,-1,2,98,0,0
294,29,-1,-1,-1,-1,0,79,1,0
295,0,-1,-1,-1,-1,0,87,1,0
295,1,3,1,1,1,2,-195,283,1
295,2,0,1,1,1,1,-195,285,1
295,3,18,2,18,1,2,-195,285,1
295,4,-1,-1,-1,-1,0,84,0,0
295,5,19,1,18,1,2,-195,287,1
295,6,1,2,1,1,0,-195,285,1
295,7,-1,-1,-1,-1,0,89,0,0
295,8,-1,-1,-1,-1,1,77,1,0
295,9,-1,-1,-1,-1,1,82,1,0
295,10,-1,-1,-1,-1,0,90,0,0
295,11,1,1,15,13,2,51,283,0
295,12,1,17,1,18,2,-195,287,1
295,13,1,0,1,1,2,-195,286,1
295,14,5,1,1,1,0,-195,272,1
295,15,18,18,10,4,0,54,2,0
295,16,18,0,18,1,2,-195,287,1
295,17,-1,-1,-1,-1,1,93,0,0
295,18,4,1,1,1,2,-195,282,1
295,19,18,1,1,13,1,51,285,0
295,20,2,17,1,18,0,-195,273,1
295,21,2,1,1,1,2,-195,288,1
295,22,1,18,6,9,1,51,284,0
295,23,0,18,1,18,2,-195,288,1
295,24,1,19,1,18,0,-195,288,1
295,25,17,1,18,1,2,-195,286,1
295,26,2,18,1,18,2,-195,285,1
295,27,-1,-1,-1,-1,0,86,0,0
295,28,-1,-1,-1,-1,2,98,0,0
295,29,-1,-1,-1,-1,0,79,1,0
296,0,-1,-1,-1,-1,0,87,1,0
296,1,3,1,1,1,2,-196,284,1
296,2,0,1,1,1,1,-196,286,1
296,3,18,2,18,1,2,-196,286,1
296,4,-1,-1,-1,-1,0,84,0,0
296,5,19,1,18,1,2,-196,288,1
296,6,1,2,1,1,0,-196,286,1
296,7,-1,-1,-1,-1,0,89,0,0
296,8,-1,-1,-1,-1,1,77,1,0
296,9,-1,-1,-1,-1,1,82,1,0
296,10,-1,-1,-1,-1,0,90,0,0
296,11,1,1,15,13,2,50,284,0
296,12,1,17,1,18,2,-196,288,1
296,13,1,0,1,1,2,-196,287,1
296,14,5,1,1,1,0,-196,273,1
296,15,18,19,10,4,0,53,2,0
296,16,18,0,18,1,2,-196,288,1
296,17,-1,-1,-1,-1,1,93,0,0
296,18,4,1,1,1,2,-196,283,1
296,19,18,1,1,13,1,50,286,0
296,20,2,17,1,18,0,-196,274,1
296,21,2,1,1,1,2,-196,289,1
296,22,1,18,6,9,1,50,285,0
296,23,0,18,1,18,2,-196,289,1
296,24,1,19,1,18,0,-196,289,1
296,25,17,1,18,1,2,-196,287,1
296,26,2,18,1,18,2,-196,286,1
296,27,-1,-1,-1,-1,0,86,0,0
296,28,-1,-1,-1,-1,2,98,0,0
296,29,-1,-1,-1,-1,0,79,1,0
297,0,-1,-1,-1,-1,0,87,1,0
297,1,3,1,1,1,2,-197,285,1
297,2,0,1,1,1,1,-197,287,1
297,3,18,2,18,1,2,-197,287,1
297,4,-1,-1,-1,-1,0,84,0,0
297,5,19,1,18,1,2,-197,289,1
297,6,1,2,1,1,0,-197,287,1
297,7,-1,-1,-1,-1,0,89,0,0
297,8,-1,-1,-1,-1,1,77,1,0
297,9,-1,-1,-1,-1,1,82,1,0
297,10,-1,-1,-1,-1,0,90,0,0
297,11,1,1,15,13,2,49,285,0
297,12,1,17,1,18,2,-197,289,1
297,13,1,0,1,1,2,-197,288,1
297,14,5,1,1,1,0,-197,274,1
297,15,18,18,10,4,0,52,2,0
297,16,18,0,18,1,2,-197,289,1
297,17,-1,-1,-1,-1,1,93,0,0
297,18,4,1,1,1,2,-197,284,1
297,19,18,1,1,13,1,49,287,0
297,20,2,17,1,18,0,-197,275,1
297,21,2,1,1,1,2,-197,290,1
297,22,1,18,6,9,1,49,286,0
297,23,0,18,1,18,2,-197,290,1
297,24,1,19,1,18,0,-197,290,1
297,25,17,1,18,1,2,-197,288,1
297,26,2,18,1,18,2,-197,287,1
297,27,-1,-1,-1,-1,0,86,0,0
297,28,-1,-1,-1,-1,2,98,0,0
297,29,-1,-1,-1,-1,0,79,1,0
298,0,-1,-1,-1,-1,0,87,1,0
298,1,3,1,1,1,2,-198,286,1
298,2,0,1,1,1,1,-198,288,1
298,3,18,2,18,1,2,-198,288,1
298,4,-1,-1,-1,-1,0,84,0,0
298,5,19,1,18,1,2,-198,290,1
298,6,1,2,1,1,0,-198,288,1
298,7,-1,-1,-1,-1,0,89,0,0
298,8,-1,-1,-1,-1,1,77,1,0
298,9,-1,-1,-1,-1,1,82,1,0
298,10,-1,-1,-1,-1,0,90,0,0
298,11,1,1,15,13,2,48,286,0
298,12,1,17,1,18,2,-198,290,1
298,13,1,0,1,1,2,-198,289,1
298,14,5,1,1,1,0,-198,275,1
298,15,18,19,10,4,0,51,2,0
298,16,18,0,18,1,2,-198,290,1
298,17,-1,-1,-1,-1,1,93,0,0
298,18,4,1,1,1,2,-198,285,1
298,19,18,1,1,13,1,48,288,0
298,20,2,17,1,18,0,-198,276,1
298,21,2,1,1,1,2,-198,291,1
298,22,1,18,6,9,1,48,287,0
298,23,0,18,1,18,2,-198,291,1
298,24,1,19,1,18,0,-198,291,1
298,25,17,1,18,1,2,-198,289,1
298,26,2,18,1,18,2,-198,288,1
298,27,-1,-1,-1,-1,0,86,0,0
298,28,-1,-1,-1,-1,2,98,0,0
298,29,-1,-1,-1,-1,0,79,1,0
299,0,-1,-1,-1,-1,0,87,1,0
299,1,3,1,1,1,2,-199,287,1
299,2,0,1,1,1,1,-199,289,1
299,3,18,2,18,1,2,-199,289,1
299,4,-1,-1,-1,-1,0,84,0,0
299,5,19,1,18,1,2,-199,291,1
299,6,1,2,1,1,0,-199,289,1
299,7,-1,-1,-1,-1,0,89,0,0
299,8,-1,-1,-1,-1,1,77,1,0
299,9,-1,-1,-1,-1,1,82,1,0
299,10,-1,-1,-1,-1,0,90,0,0
299,11,1,1,15,13,2,47,287,0
299,12,1,17,1,18,2,-199,291,1
299,13,1,0,1,1,2,-199,290,1
299,14,5,1,1,1,0,-199,276,1
299,15,18,18,10,4,0,50,2,0
299,16,18,0,18,1,2,-199,291,1
299,17,-1,-1,-1,-1,1,93,0,0
299,18,4,1,1,1,2,-199,286,1
299,19,18,1,1,13,1,47,289,0
299,20,2,17,1,18,0,-199,277,1
299,21,2,1,1,1,2,-199,292,1
299,22,1,18,6,9,1,47,288,0
299,23,0,18,1,18,2,-199,292,1
299,24,1,19,1,18,0,-199,292,1
299,25,17,1,18,1,2,-199,290,1
299,26,2,18,1,18,2,-199,289,1
299,27,-1,-1,-1,-1,0,86,0,0
299,28,-1,-1,-1,-1,2,98,0,0
299,29,-1,-1,-1,-1,0,79,1,0
300,0,-1,-1,-1,-1,0,87,1,0
300,1,3,1,1,1,2,-200,288,1
300,2,0,1,1,1,1,-200,290,1
300,3,18,2,18,1,2,-200,290,1
300,4,-1,-1,-1,-1,0,84,0,0
300,5,19,1,18,1,2,-200,292,1
300,6,1,2,1,1,0,-200,290,1
300,7,-1,-1,-1,-1,0,89,0,0
300,8,-1,-1,-1,-1,1,77,1,0
300,9,-1,-1,-1,-1,1,82,1,0
300,10,-1,-1,-1,-1,0,90,0,0
300,11,1,1,15,13,2,46,288,0
300,12,1,17,1,18,2,-200,292,1
300,13,1,0,1,1,2,-200,291,1
300,14,5,1,1,1,0,-200,277,1
300,15,18,19,10,4,0,49,2,0
300,16,18,0,18,1,2,-200,292,1
300,17,-1,-1,-1,-1,1,93,0,0
300,18,4,1,1,1,2,-200,287,1
300,19,18,1,1,13,1,46,290,0
300,20,2,17,1,18,0,-200,278,1
300,21,2,1,1,1,2,-200,293,1
300,22,1,18,6,9,1,46,289,0
300,23,0,18,1,18,2,-200,293,1
300,24,1,19,1,18,0,-200,293,1
300,25,17,1,18,1,2,-200,291,1
300,26,2,18,1,18,2,-200,290,1
300,27,-1,-1,-1,-1,0,86,0,0
300,28,-1,-1,-1,-1,2,98,0,0
300,29,-1,-1,-1,-1,0,79,1,0
301,0,-1,-1,-1,-1,0,87,1,0
301,1,3,1,1,1,2,-201,289,1
301,2,0,1,1,1,1,-201,291,1
301,3,18,2,18,1,2,-201,291,1
301,4,-1,-1,-1,-1,0,84,0,0
301,5,19,1,18,1,2,-201,293,1
301,6,1,2,1,1,0,-201,291,1
301,7,-1,-1,-1,-1,0,89,0,0
301,8,-1,-1,-1,-1,1,77,1,0
301,9,-1,-1,-1,-1,1,82,1,0
301,10,-1,-1,-1,-1,0,90,0,0
301,11,1,1,15,13,2,45,289,0
301,12,1,17,1,18,2,-201,293,1
301,13,1,0,1,1,2,-201,292,1
301,14,5,1,1,1,0,-201,278,1
301,15,18,18,10,4,0,48,2,0
301,16,18,0,18,1,2,-201,293,1
301,17,-1,-1,-1,-1,1,93,0,0
301,18,4,1,1,1,2,-201,288,1
301,19,18,1,1,13,1,45,291,0
301,20,2,17,1,18,0,-201,279,1
301,21,2,1,1,1,2,-201,294,1
301,22,1,18,6,9,1,45,290,0
301,23,0,18,1,18,2,-201,294,1
301,24,1,19,1,18,0,-201,294,1
301,25,17,1,18,1,2,-201,292,1
301,26,2,18,1,18,2,-201,291,1
301,27,-1,-1,-1,-1,0,86,0,0
301,28,-1,-1,-1,-1,2,98,0,0
301,29,-1,-1,-1,-1,0,79,1,0
302,0,-1,-1,-1,-1,0,87,1,0
302,1,3,1,1,1,2,-202,290,1
302,2,0,1,1,1,1,-202,292,1
302,3,18,2,18,1,2,-202,292,1
302,4,-1,-1,-1,-1,0,84,0,0
302,5,19,1,18,1,2,-202,294,1
302,6,1,2,1,1,0,-202,292,1
302,7,-1,-1,-1,-1,0,89,0,0
302,8,-1,-1,-1,-1,1,77,1,0
302,9,-1,-1,-1,-1,1,82,1,0
302,10,-1,-1,-1,-1,0,90,0,0
302,11,1,1,15,13,2,44,290,0
302,12,1,17,1,18,2,-202,294,1
302,13,1,0,1,1,2,-202,293,1
302,14,5,1,1,1,0,-202,279,1
302,15,18,19,10,4,0,47,2,0
302,16,18,0,18,1,2,-202,294,1
302,17,-1,-1,-1,-1,1,93,0,0
302,18,4,1,1,1,2,-202,289,1
302,19,18,1,1,13,1,44,292,0
302,20,2,17,1,18,0,-202,280,1
302,21,2,1,1,1,2,-202,295,1
302,22,1,18,6,9,1,44,291,0
302,23,0,18,1,18,2,-202,295,1
302,24,1,19,1,18,0,-202,295,1
302,25,17,1,18,1,2,-202,293,1
302,26,2,18,1,18,2,-202,292,1
302,27,-1,-1,-1,-1,0,86,0,0
302,28,-1,-1,-1,-1,2,98,0,0
302,29,-1,-1,-1,-1,0,79,1,0
303,0,-1,-1,-1,-1,0,87,1,0
303,1,3,1,1,1,2,-203,291,1
303,2,0,1,1,1,1,-203,293,1
303,3,18,2,18,1,2,-203,293,1
303,4,-1,-1,-1,-1,0,84,0,0
303,5,19,1,18,1,2,-203,295,1
303,6,1,2,1,1,0,-203,293,1
